iso,country,date,rho,psiC,psiD,psiN,alphaC,alphaD,deltaC,deltaD,thetaD,thetaS,betaTilLC,betaTilLD,betaTilLS,betaTilLR,betaTilKCC,betaTilKDC,betaTilKSC,betaTilKRC,betaTilKCD,betaTilKDD,betaTilKSD,betaTilKRD,betaTilICC,betaTilICD,betaTilICS,betaTilIDC,betaTilIDD,betaTilIDS,betaTilISC,betaTilISD,betaTilISS,betaTilIRC,betaTilIRD,betaTilIRS,DC1,DD1,DS1,DR1,xFC1,xFD1,xFS1,xFR1,xC1,xD1,xS1,xR1,yC1,yD1,yS1,yR1,gdp,labinc1,capCinc1,capDinc1,L_hat
CZE,czechrepublic,200,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.22821125,0.18829192,0.22324212,0.3727528,0.11131362,0.08002353,0.1058494,0.18288565,0.14576171,0.10478832,0.13860649,0.23948306,0.28084588,0.18617339,0.04769415,0.01253207,0.51075629,0.10360787,0.01634285,0.08463602,0.43132311,0.05050203,0.07883798,0.07553848,0,-0.00041436,0.00011876,0.00012508,0.00053986,0.00035716,0.00027457,0.00163553,0.00091976,0.00192519,0.00109677,0.00430099,0.00091976,0.00233955,0.00097801,0.00417591,0.00403496,0.00143178,0.00172667,0.00111913,0.99164289
DNK,denmark,200,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.44971563,0.37107702,0.39379926,0.52516225,0.08541444,0.06485949,0.10111125,0.14677451,0.11184755,0.08493148,0.13240203,0.19219664,0.02161463,0.28103726,0.05037049,0.01234595,0.39806232,0.06872375,0.01958653,0.05957304,0.29352789,0.04104912,0.03443675,0.06038073,0,0.00002605,-0.00024524,-0.00013839,0.00046313,0.00021968,0.00022975,0.00322507,0.0006481,0.00095121,0.00085078,0.00637745,0.0006481,0.00092516,0.00109602,0.00651584,0.00640758,0.00283274,0.00263222,0.00138145,1
FIN,finland,200,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.356297,0.28705294,0.32796,0.46941814,0.09352747,0.09542495,0.11265896,0.16155271,0.1224713,0.124956,0.1475234,0.21154824,0.08413665,0.28423248,0.0593351,0.00845396,0.40931077,0.07480137,0.01122194,0.07681489,0.3238208,0.03413468,0.04605394,0.07729229,0,-0.00005102,-0.00007344,0.0001287,0.00059826,0.00057231,0.00030523,0.00206406,0.00075377,0.00165254,0.00096239,0.00441481,0.00075377,0.00170357,0.00103584,0.00428612,0.0048471,0.00200578,0.0019739,0.00116836,0.99659602
FRA,france,200,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.37018445,0.31312944,0.37220815,0.4941793,0.11607402,0.07732508,0.10948077,0.16509708,0.15199532,0.10125478,0.14336165,0.21618948,0.12498517,0.18466892,0.05209212,0.00764549,0.41288193,0.08776328,0.00935027,0.07443017,0.291169,0.01604044,0.04777219,0.06072151,0,0.00051617,-0.00010095,0.00054193,0.00565644,0.00333269,0.00387807,0.02521621,0.00710795,0.0107634,0.00941737,0.04919683,0.00710795,0.01024722,0.00951832,0.04865489,0.05323096,0.02157627,0.02283786,0.01251234,1.0039922
DEU,germany,200,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.38557821,0.33855098,0.36684055,0.46608352,0.11426629,0.07877679,0.1231783,0.19025535,0.14962815,0.10315575,0.16129814,0.24913345,0.04250889,0.23595652,0.07206195,0.00822969,0.40761666,0.06367015,0.01005928,0.05902299,0.27960075,0.0183225,0.03574658,0.04045861,0,-0.00533275,-0.00105309,0.002855,0.00518032,0.0072926,0.00546895,0.02785208,0.00625892,0.02132052,0.01238589,0.05893326,0.00625892,0.02665327,0.01343898,0.05607825,0.06776915,0.02801748,0.02767043,0.01631362,0.99840004
GRC,greece,200,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.24905343,0.26214322,0.30887004,0.33438892,0.17651215,0.13958179,0.18446997,0.23891,0.23113716,0.18277801,0.24155767,0.3128452,0.0049588,0.29421259,0.04412587,0.01443065,0.3392882,0.06177812,0.01475776,0.05960674,0.19073783,0.01732987,0.03629064,0.06023537,0,0.00046814,0.00030065,0.00028375,0.00052303,0.00057265,0.00092369,0.00310424,0.00060035,0.00114459,0.00136485,0.00524188,0.00060035,0.00067645,0.0010642,0.00495813,0.00630068,0.00159869,0.00330015,0.00191347,0.99375836
IND,india,200,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.35373758,0.15428985,0.17176474,0.26578223,0.12230994,0.15725282,0.19129364,0.2747376,0.16016106,0.20591766,0.25049305,0.35976032,0.03105504,0.29746944,0.03526695,0.01710348,0.4033586,0.06207758,0.01521396,0.04763944,0.32359516,0.01495494,0.03720093,0.04756398,0,0.00136062,-0.00020425,0.00094844,0.00532279,0.00521902,0.00377334,0.0103846,0.00594993,0.01200762,0.00762714,0.02586492,0.00594993,0.010647,0.0078314,0.02491648,0.03043188,0.00760056,0.0143295,0.01030014,0.99972685
ITA,italy,200,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.25698302,0.27416379,0.26916106,0.35877923,0.15707067,0.10613287,0.12142916,0.21012561,0.20567915,0.13897768,0.15900771,0.27515293,0.0969846,0.23734084,0.04594172,0.01361576,0.38769481,0.07941508,0.01630075,0.0813216,0.35277972,0.02557311,0.05476243,0.0756067,0,-0.00075991,-0.00003334,0.00145633,0.00446888,0.00479811,0.00438747,0.0176086,0.005817,0.01346104,0.01084183,0.03995236,0.005817,0.01422095,0.01087517,0.03849604,0.0427756,0.01411602,0.01931317,0.01214032,0.99973798
JPN,japan,200,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.46124373,0.2665205,0.30403859,0.46134495,0.10049399,0.0933444,0.14239732,0.18557571,0.13159375,0.12223159,0.18646485,0.2430056,0.00586303,0.25454689,0.04625861,0.00696983,0.44905335,0.06188033,0.00833903,0.0413752,0.317385,0.01519061,0.02581254,0.06907059,0,-0.0065154,0.00089089,0.00421342,0.01341722,0.01162379,0.01134234,0.04016791,0.01454806,0.03660488,0.02473466,0.08124873,0.01454806,0.04312028,0.02384377,0.07703531,0.10647511,0.04203949,0.04406735,0.02691101,1.0026511
MEX,mexico,200,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.25492285,0.1656091,0.21985811,0.2908334,0.17314335,0.13091523,0.20358856,0.26589463,0.22672582,0.17142942,0.26659287,0.34818073,0.06586158,0.22665329,0.05269311,0.00165961,0.4298762,0.10051044,0.00248492,0.05250574,0.25496981,0.00211364,0.03931271,0.05366489,0,-0.00039729,0.00067546,-6.12E-06,0.00235167,0.00156307,0.00365613,0.00697977,0.00255735,0.00503857,0.0060936,0.01324762,0.00255735,0.00543587,0.00541814,0.01325374,0.02016594,0.00477511,0.01000236,0.00673943,1.0283991
POL,poland,200,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.19099507,0.21557292,0.24401491,0.31616428,0.13964864,0.11209292,0.14125969,0.21360219,0.18286554,0.14678219,0.18497516,0.27970541,0.18329399,0.18960357,0.11359319,0.02230134,0.40089971,0.10235091,0.01868213,0.08325903,0.32780906,0.03391752,0.07271172,0.08389889,0,-0.00016855,0.00019644,0.00004157,0.00151142,0.00099732,0.00114004,0.00345829,0.00214792,0.00324905,0.00291001,0.00865262,0.00214792,0.0034176,0.00271357,0.00861105,0.00958293,0.00288938,0.00434152,0.00293611,0.97675008
ROU,romania,200,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.26739141,0.30396414,0.28909106,0.32983691,0.16269771,0.12435871,0.14998604,0.19722915,0.21304757,0.16284385,0.19640205,0.25826542,0.08887432,0.20136841,0.06662058,0.00982425,0.30217831,0.09683075,0.00709431,0.06036829,0.29705825,0.01286042,0.08149433,0.12031376,0,0.00006553,0.00018251,-0.00001951,0.00069537,0.00032267,0.00029708,0.001462,0.00079771,0.00088962,0.00078819,0.00323265,0.00079771,0.00082409,0.00060568,0.00325216,0.0035223,0.00112755,0.00158902,0.00102916,0.99349241
KOR,southkorea,200,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33906948,0.17673874,0.23737972,0.37724989,0.11047279,0.08656133,0.12858398,0.20071553,0.14466067,0.11334936,0.16837672,0.26283073,0.00258339,0.34573562,0.05747805,0.00265318,0.54612256,0.07457483,0.00495158,0.05008174,0.41062625,0.0140859,0.04846138,0.09665658,0,-0.00264976,-0.00004054,0.00240286,0.00307111,0.00419105,0.0021683,0.00585558,0.00321215,0.01600873,0.00694763,0.01650277,0.00321215,0.01865849,0.00698817,0.01409991,0.02001497,0.00734821,0.00800304,0.0056829,1.0012159
ESP,spain,200,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.23674636,0.26421878,0.31330487,0.41937196,0.08204038,0.08317144,0.11092769,0.1775927,0.10742932,0.10891041,0.14525635,0.2325521,0.35933838,0.18450855,0.02993701,0.01227683,0.43597217,0.09545036,0.01907988,0.08162572,0.32980549,0.03542891,0.04861518,0.08643916,0,0.00040147,0.00034847,-0.00011064,0.00591525,0.00099238,0.00215176,0.01251534,0.01022094,0.00670194,0.0060215,0.0246179,0.01022094,0.00630047,0.00567303,0.02472854,0.02905419,0.01115684,0.01235289,0.00740745,0.99147453
SWE,sweden,200,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.49979963,0.34068327,0.37585116,0.51249292,0.06974477,0.08142315,0.1133699,0.13757586,0.09132861,0.10662108,0.14845435,0.18015131,0.02369922,0.27502149,0.04040628,0.01749617,0.38781249,0.06596384,0.01848984,0.08384828,0.25998646,0.03766635,0.07360179,0.05851177,0,-0.00019573,-0.00008703,-0.00020452,0.00066551,0.0008492,0.00061814,0.00392576,0.00092178,0.00263857,0.00149544,0.00843109,0.00092178,0.00283429,0.00158247,0.00863561,0.00906111,0.00413781,0.00355791,0.00194254,1.0084786
GBR,unitedkingdom,200,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.30351724,0.40651945,0.45312641,0.52512605,0.10415915,0.06584575,0.0918672,0.14405276,0.13639316,0.08622296,0.12029723,0.1886326,0.29841763,0.11090879,0.04660402,0.01032953,0.35290049,0.07818183,0.01151983,0.06212142,0.26106791,0.02615345,0.04997402,0.06606112,0,0.00161338,0.00083387,-0.00153473,0.00370291,0.0044584,0.0026246,0.0223501,0.00637966,0.00950437,0.00662986,0.04677243,0.00637966,0.00789098,0.00579598,0.04830716,0.04604787,0.02031303,0.01898161,0.00992547,0.99580778
USA,unitedstates,200,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.46164827,0.37134749,0.36354104,0.49391476,0.1244656,0.08634735,0.13319969,0.17270039,0.16298382,0.11306916,0.17442084,0.22614577,0.00403582,0.18979455,0.05707193,0.00462779,0.35714795,0.06746026,0.00631041,0.05460306,0.26792496,0.01159736,0.0425778,0.05306392,0,0.00437043,0.00186007,0.00372958,0.01760113,0.02283918,0.02320367,0.1471761,0.01985405,0.05232873,0.04737975,0.27070896,0.01985405,0.04795829,0.04551968,0.26697938,0.29517126,0.11437341,0.13175995,0.07067924,1.0017321
ROW,zz_row,200,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33127944,0.2778522,0.31587223,0.42722098,0.12026532,0.09728651,0.1280145,0.18741513,0.15748369,0.12739365,0.16763099,0.24541426,0.05112835,0.28063377,0.05920944,0.00941365,0.41122415,0.07682983,0.01143501,0.06256999,0.31447729,0.02238872,0.0486099,0.06895102,0,0.01403198,-0.00062969,-0.02299134,0.04279064,0.0497756,0.02819427,0.11041529,0.05012789,0.11723103,0.07073089,0.27411677,0.05012789,0.10319905,0.07136057,0.29710811,0.31749017,0.12481536,0.12693145,0.08334931,0.9995098
AUT,austria,201,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33979426,0.30140842,0.33954448,0.45935468,0.13002726,0.09616262,0.12693264,0.17059432,0.17026665,0.12592195,0.16621434,0.22338794,0.09063316,0.22409746,0.04518121,0.01430895,0.39731872,0.06487935,0.01823147,0.07074091,0.27833615,0.03817266,0.0483046,0.06018581,0,-0.00018979,0.00002086,-0.00016001,0.00086309,0.00080392,0.00065672,0.00276579,0.0011393,0.0022837,0.00143966,0.0062173,0.0011393,0.00247349,0.0014188,0.00637732,0.00731294,0.00295838,0.00295969,0.00182958,1.0002452
CAN,canada,201,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.39772635,0.29058317,0.3497068,0.46062419,0.11161075,0.09097699,0.12151794,0.18128061,0.1461508,0.11913153,0.15912395,0.23738131,0.00783276,0.25955764,0.0771217,0.00742516,0.42747913,0.06440402,0.00899117,0.05495862,0.30570153,0.02133009,0.03366974,0.06571406,0,0.00114226,0.00027398,-0.00079865,0.00513282,0.00269797,0.0017217,0.01471321,0.00559983,0.00777036,0.00506415,0.02865318,0.00559983,0.00662811,0.00479017,0.02945182,0.0327454,0.01297351,0.0137194,0.00814002,1.0071545
CHN,china,201,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.22060215,0.13810616,0.18643494,0.32769639,0.09960895,0.09660963,0.13073908,0.16484024,0.13043481,0.1265073,0.17119874,0.21585315,0.00702245,0.27787129,0.26446036,0.00492904,0.50449199,0.12935589,0.0075243,0.09272981,0.41137314,0.02052936,0.12974023,0.14134062,0,-0.00801849,-0.00373565,0.00840353,0.02542644,0.03327477,0.0109728,0.02443,0.02701093,0.10706034,0.06252549,0.11192401,0.02701093,0.11507883,0.06626115,0.10352049,0.11705133,0.03945697,0.04470969,0.03738147,1.0009626
CZE,czechrepublic,201,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.22821125,0.18829192,0.22324212,0.3727528,0.11131362,0.08002353,0.1058494,0.18288565,0.14576171,0.10478832,0.13860649,0.23948306,0.28084588,0.18617339,0.04769415,0.01253207,0.51075629,0.10360787,0.01634285,0.08463602,0.43132311,0.05050203,0.07883798,0.07553848,0,-0.0003981,0.00010895,0.00013275,0.0005012,0.00043603,0.00025693,0.00151341,0.00085777,0.00202118,0.00106528,0.00407122,0.00085777,0.00241928,0.00095633,0.00393848,0.00384393,0.00137942,0.00162276,0.00106661,1.0032888
DNK,denmark,201,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.44971563,0.37107702,0.39379926,0.52516225,0.08541444,0.06485949,0.10111125,0.14677451,0.11184755,0.08493148,0.13240203,0.19219664,0.02161463,0.28103726,0.05037049,0.01234595,0.39806232,0.06872375,0.01958653,0.05957304,0.29352789,0.04104912,0.03443675,0.06038073,0,0.00006104,-0.00021924,-0.0001611,0.00044931,0.00026943,0.0002278,0.00303889,0.000626,0.00098559,0.0008216,0.0060549,0.000626,0.00092454,0.00104085,0.006216,0.00611295,0.00271499,0.00249658,0.0013163,0.99889421
FIN,finland,201,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.356297,0.28705294,0.32796,0.46941814,0.09352747,0.09542495,0.11265896,0.16155271,0.1224713,0.124956,0.1475234,0.21154824,0.08413665,0.28423248,0.0593351,0.00845396,0.40931077,0.07480137,0.01122194,0.07681489,0.3238208,0.03413468,0.04605394,0.07729229,0,-0.0000859,-0.00012422,0.00010099,0.0005777,0.00053337,0.00030013,0.00188808,0.00072611,0.00159181,0.00095694,0.0041679,0.00072611,0.00167771,0.00108116,0.00406691,0.00461967,0.00193377,0.00184977,0.00111406,1.0018614
FRA,france,201,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.37018445,0.31312944,0.37220815,0.4941793,0.11607402,0.07732508,0.10948077,0.16509708,0.15199532,0.10125478,0.14336165,0.21618948,0.12498517,0.18466892,0.05209212,0.00764549,0.41288193,0.08776328,0.00935027,0.07443017,0.291169,0.01604044,0.04777219,0.06072151,0,0.00054702,-7.09E-06,0.00051749,0.00529306,0.0033639,0.00374226,0.02352713,0.00665333,0.01044759,0.00896829,0.04607975,0.00665333,0.00990056,0.00897538,0.04556226,0.04996352,0.02027472,0.02141388,0.01173863,1.0012864
DEU,germany,201,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.38557821,0.33855098,0.36684055,0.46608352,0.11426629,0.07877679,0.1231783,0.19025535,0.14962815,0.10315575,0.16129814,0.24913345,0.04250889,0.23595652,0.07206195,0.00822969,0.40761666,0.06367015,0.01005928,0.05902299,0.27960075,0.0183225,0.03574658,0.04045861,0,-0.00514456,-0.00109989,0.00288243,0.00517796,0.00768918,0.00518916,0.02576583,0.00621287,0.02167152,0.01190675,0.05554901,0.00621287,0.02681608,0.01300665,0.05266659,0.06431884,0.0269111,0.02591292,0.01542667,0.99997415
GRC,greece,201,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.24905343,0.26214322,0.30887004,0.33438892,0.17651215,0.13958179,0.18446997,0.23891,0.23113716,0.18277801,0.24155767,0.3128452,0.0049588,0.29421259,0.04412587,0.01443065,0.3392882,0.06177812,0.01475776,0.05960674,0.19073783,0.01732987,0.03629064,0.06023537,0,0.00032736,0.00024758,0.00025374,0.00042672,0.0004492,0.00085099,0.00287871,0.00049897,0.00096991,0.00126486,0.00486606,0.00049897,0.00064254,0.00101728,0.00461232,0.00584146,0.00148468,0.00305707,0.00177345,0.99057873
IND,india,201,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.35373758,0.15428985,0.17176474,0.26578223,0.12230994,0.15725282,0.19129364,0.2747376,0.16016106,0.20591766,0.25049305,0.35976032,0.03105504,0.29746944,0.03526695,0.01710348,0.4033586,0.06207758,0.01521396,0.04763944,0.32359516,0.01495494,0.03720093,0.04756398,0,0.00123915,-0.00006135,0.00075036,0.0055648,0.00525,0.00403113,0.01112433,0.00622718,0.01236184,0.00806394,0.02746201,0.00622718,0.01112269,0.00812529,0.02671166,0.03243119,0.00807176,0.01530425,0.01098021,0.99972677
ITA,italy,201,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.25698302,0.27416379,0.26916106,0.35877923,0.15707067,0.10613287,0.12142916,0.21012561,0.20567915,0.13897768,0.15900771,0.27515293,0.0969846,0.23734084,0.04594172,0.01361576,0.38769481,0.07941508,0.01630075,0.0813216,0.35277972,0.02557311,0.05476243,0.0756067,0,-0.00077507,-0.00001968,0.00158528,0.00423105,0.00468672,0.00424413,0.01638141,0.00549954,0.01298054,0.01037486,0.0374389,0.00549954,0.01375561,0.01039454,0.03585362,0.04016975,0.01329093,0.01811195,0.01138669,0.99956319
JPN,japan,201,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.46124373,0.2665205,0.30403859,0.46134495,0.10049399,0.0933444,0.14239732,0.18557571,0.13159375,0.12223159,0.18646485,0.2430056,0.00586303,0.25454689,0.04625861,0.00696983,0.44905335,0.06188033,0.00833903,0.0413752,0.317385,0.01519061,0.02581254,0.06907059,0,-0.00675062,0.00101438,0.00438555,0.01120896,0.01211135,0.0116552,0.04123331,0.01234502,0.03672437,0.02510882,0.08210393,0.01234502,0.04347499,0.02409444,0.07771838,0.10683518,0.04160621,0.04484345,0.02710333,0.99698572
MEX,mexico,201,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.25492285,0.1656091,0.21985811,0.2908334,0.17314335,0.13091523,0.20358856,0.26589463,0.22672582,0.17142942,0.26659287,0.34818073,0.06586158,0.22665329,0.05269311,0.00165961,0.4298762,0.10051044,0.00248492,0.05250574,0.25496981,0.00211364,0.03931271,0.05366489,0,-0.00040575,0.00072906,-0.00005883,0.00244341,0.00170928,0.0039325,0.00730355,0.00265809,0.00540273,0.00653073,0.01396062,0.00265809,0.00580849,0.00580167,0.01401945,0.02134382,0.00505632,0.01057897,0.00713571,1.0017965
POL,poland,201,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.19099507,0.21557292,0.24401491,0.31616428,0.13964864,0.11209292,0.14125969,0.21360219,0.18286554,0.14678219,0.18497516,0.27970541,0.18329399,0.18960357,0.11359319,0.02230134,0.40089971,0.10235091,0.01868213,0.08325903,0.32780906,0.03391752,0.07271172,0.08389889,0,-0.00021542,0.00014409,0.00013981,0.00139579,0.00091208,0.00115501,0.00326644,0.00199063,0.00305524,0.00287265,0.00822285,0.00199063,0.00327066,0.00272856,0.00808304,0.00910826,0.0027396,0.00414532,0.00278495,1.0058373
ROU,romania,201,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.26739141,0.30396414,0.28909106,0.32983691,0.16269771,0.12435871,0.14998604,0.19722915,0.21304757,0.16284385,0.19640205,0.25826542,0.08887432,0.20136841,0.06662058,0.00982425,0.30217831,0.09683075,0.00709431,0.06036829,0.29705825,0.01286042,0.08149433,0.12031376,0,0.00003961,0.00014201,0.00011282,0.00064809,0.00033118,0.00025562,0.00141035,0.00074303,0.00087259,0.00071088,0.00304868,0.00074303,0.00083298,0.00056887,0.00293586,0.00327297,0.00104431,0.00148789,0.00095239,1.0098253
KOR,southkorea,201,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33906948,0.17673874,0.23737972,0.37724989,0.11047279,0.08656133,0.12858398,0.20071553,0.14466067,0.11334936,0.16837672,0.26283073,0.00258339,0.34573562,0.05747805,0.00265318,0.54612256,0.07457483,0.00495158,0.05008174,0.41062625,0.0140859,0.04846138,0.09665658,0,-0.00319814,9.50E-06,0.00248636,0.00306131,0.00417892,0.00227486,0.00577946,0.0032043,0.01664293,0.00721626,0.01673429,0.0032043,0.01984107,0.00720677,0.01424793,0.02045517,0.00754623,0.00811746,0.00581453,1.0101247
ESP,spain,201,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.23674636,0.26421878,0.31330487,0.41937196,0.08204038,0.08317144,0.11092769,0.1775927,0.10742932,0.10891041,0.14525635,0.2325521,0.35933838,0.18450855,0.02993701,0.01227683,0.43597217,0.09545036,0.01907988,0.08162572,0.32980549,0.03542891,0.04861518,0.08643916,0,0.00037271,0.00036601,-0.00010331,0.00575894,0.00106512,0.00223957,0.01120571,0.00990058,0.0066223,0.00595249,0.02261133,0.00990058,0.0062496,0.00558648,0.02271464,0.02707639,0.01048815,0.01140257,0.00689346,0.99929696
SWE,sweden,201,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.49979963,0.34068327,0.37585116,0.51249292,0.06974477,0.08142315,0.1133699,0.13757586,0.09132861,0.10662108,0.14845435,0.18015131,0.02369922,0.27502149,0.04040628,0.01749617,0.38781249,0.06596384,0.01848984,0.08384828,0.25998646,0.03766635,0.07360179,0.05851177,0,-0.00020244,-0.00009517,-0.00026538,0.00070103,0.00093001,0.00060911,0.0036836,0.00095355,0.00276706,0.00148554,0.00816467,0.00095355,0.0029695,0.00158071,0.00843005,0.00886289,0.00410617,0.00340694,0.00189503,1.0015363
