iso,country,date,rho,psiC,psiD,psiN,alphaC,alphaD,deltaC,deltaD,thetaD,thetaS,betaTilLC,betaTilLD,betaTilLS,betaTilLR,betaTilKCC,betaTilKDC,betaTilKSC,betaTilKRC,betaTilKCD,betaTilKDD,betaTilKSD,betaTilKRD,betaTilICC,betaTilICD,betaTilICS,betaTilIDC,betaTilIDD,betaTilIDS,betaTilISC,betaTilISD,betaTilISS,betaTilIRC,betaTilIRD,betaTilIRS,DC1,DD1,DS1,DR1,xFC1,xFD1,xFS1,xFR1,xC1,xD1,xS1,xR1,yC1,yD1,yS1,yR1,gdp,labinc1,capCinc1,capDinc1,L_hat
CZE,czechrepublic,198,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.22821125,0.18829192,0.22324212,0.3727528,0.11131362,0.08002353,0.1058494,0.18288565,0.14576171,0.10478832,0.13860649,0.23948306,0.28084588,0.18617339,0.04769415,0.01253207,0.51075629,0.10360787,0.01634285,0.08463602,0.43132311,0.05050203,0.07883798,0.07553848,0,-0.00047387,0.00012878,0.00015433,0.00059772,0.0003134,0.00029999,0.00176848,0.00101064,0.00196054,0.00117255,0.00460937,0.00101064,0.00243441,0.00104378,0.00445504,0.00431533,0.00152371,0.00185797,0.00119638,0.99312019
DNK,denmark,198,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.44971563,0.37107702,0.39379926,0.52516225,0.08541444,0.06485949,0.10111125,0.14677451,0.11184755,0.08493148,0.13240203,0.19219664,0.02161463,0.28103726,0.05037049,0.01234595,0.39806232,0.06872375,0.01958653,0.05957304,0.29352789,0.04104912,0.03443675,0.06038073,0,0.00007055,-0.00023229,-0.00010249,0.00054977,0.00030166,0.00023011,0.00332701,0.00074091,0.00110559,0.00086886,0.00659878,0.00074091,0.00103504,0.00110115,0.00670127,0.00664178,0.00295196,0.00271411,0.00142753,0.99676259
FIN,finland,198,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.356297,0.28705294,0.32796,0.46941814,0.09352747,0.09542495,0.11265896,0.16155271,0.1224713,0.124956,0.1475234,0.21154824,0.08413665,0.28423248,0.0593351,0.00845396,0.40931077,0.07480137,0.01122194,0.07681489,0.3238208,0.03413468,0.04605394,0.07729229,0,-0.00008669,-0.00007162,0.00017183,0.00063687,0.00055432,0.00036435,0.00215183,0.00079947,0.00168546,0.00106566,0.00461475,0.00079947,0.00177215,0.00113728,0.00444292,0.00508664,0.00209598,0.00208467,0.00122559,0.99564744
FRA,france,198,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.37018445,0.31312944,0.37220815,0.4941793,0.11607402,0.07732508,0.10948077,0.16509708,0.15199532,0.10125478,0.14336165,0.21618948,0.12498517,0.18466892,0.05209212,0.00764549,0.41288193,0.08776328,0.00935027,0.07443017,0.291169,0.01604044,0.04777219,0.06072151,0,0.00039337,-0.0000511,0.00051056,0.00621758,0.00314074,0.0042463,0.02619152,0.00777649,0.01089306,0.010083,0.05135608,0.00777649,0.01049969,0.0101341,0.05084552,0.05579171,0.02262949,0.02391229,0.01311609,0.99719626
DEU,germany,198,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.38557821,0.33855098,0.36684055,0.46608352,0.11426629,0.07877679,0.1231783,0.19025535,0.14962815,0.10315575,0.16129814,0.24913345,0.04250889,0.23595652,0.07206195,0.00822969,0.40761666,0.06367015,0.01005928,0.05902299,0.27960075,0.0183225,0.03574658,0.04045861,0,-0.00526702,-0.0012537,0.00299433,0.00540682,0.00714099,0.00546811,0.02969326,0.00653113,0.02126932,0.01257506,0.06193203,0.00653113,0.02653634,0.01382875,0.0589377,0.07069863,0.02901905,0.02908282,0.0170629,0.99463653
GRC,greece,198,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.24905343,0.26214322,0.30887004,0.33438892,0.17651215,0.13958179,0.18446997,0.23891,0.23113716,0.18277801,0.24155767,0.3128452,0.0049588,0.29421259,0.04412587,0.01443065,0.3392882,0.06177812,0.01475776,0.05960674,0.19073783,0.01732987,0.03629064,0.06023537,0,0.00051298,0.00033606,0.00021637,0.00060376,0.00060347,0.00097908,0.00334396,0.00068823,0.0012292,0.00145563,0.00567534,0.00068823,0.00071622,0.00111957,0.00545897,0.00685783,0.00175079,0.00356815,0.00208799,0.99867198
IND,india,198,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.35373758,0.15428985,0.17176474,0.26578223,0.12230994,0.15725282,0.19129364,0.2747376,0.16016106,0.20591766,0.25049305,0.35976032,0.03105504,0.29746944,0.03526695,0.01710348,0.4033586,0.06207758,0.01521396,0.04763944,0.32359516,0.01495494,0.03720093,0.04756398,0,0.00096953,-0.00031485,0.00048757,0.0051353,0.0040318,0.00325984,0.00897885,0.00570102,0.01003366,0.00669619,0.02281156,0.00570102,0.00906413,0.00701104,0.02232398,0.02703808,0.00687625,0.01257124,0.00914513,1.0003589
ITA,italy,198,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.25698302,0.27416379,0.26916106,0.35877923,0.15707067,0.10613287,0.12142916,0.21012561,0.20567915,0.13897768,0.15900771,0.27515293,0.0969846,0.23734084,0.04594172,0.01361576,0.38769481,0.07941508,0.01630075,0.0813216,0.35277972,0.02557311,0.05476243,0.0756067,0,-0.00112578,7.47E-06,0.00125209,0.0048798,0.00410195,0.00451858,0.01881725,0.00631513,0.01291744,0.01120077,0.04219505,0.00631513,0.01404322,0.0111933,0.04094297,0.04510103,0.01478784,0.02044967,0.01282759,0.99610069
JPN,japan,198,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.46124373,0.2665205,0.30403859,0.46134495,0.10049399,0.0933444,0.14239732,0.18557571,0.13159375,0.12223159,0.18646485,0.2430056,0.00586303,0.25454689,0.04625861,0.00696983,0.44905335,0.06188033,0.00833903,0.0413752,0.317385,0.01519061,0.02581254,0.06907059,0,-0.00518002,0.00097998,0.00346075,0.01138548,0.01111235,0.00984388,0.04209355,0.0124929,0.0335696,0.02223359,0.08104247,0.0124929,0.03874962,0.02125361,0.07758172,0.10392375,0.0403748,0.0438175,0.02632845,0.99815099
MEX,mexico,198,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.25492285,0.1656091,0.21985811,0.2908334,0.17314335,0.13091523,0.20358856,0.26589463,0.22672582,0.17142942,0.26659287,0.34818073,0.06586158,0.22665329,0.05269311,0.00165961,0.4298762,0.10051044,0.00248492,0.05250574,0.25496981,0.00211364,0.03931271,0.05366489,0,-0.00017111,0.00059392,-0.00010837,0.00234742,0.00161584,0.00321919,0.00667918,0.00255025,0.00489418,0.00547025,0.01255762,0.00255025,0.0050653,0.00487634,0.01266598,0.01902627,0.00453512,0.00938132,0.00636711,0.98913043
POL,poland,198,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.19099507,0.21557292,0.24401491,0.31616428,0.13964864,0.11209292,0.14125969,0.21360219,0.18286554,0.14678219,0.18497516,0.27970541,0.18329399,0.18960357,0.11359319,0.02230134,0.40089971,0.10235091,0.01868213,0.08325903,0.32780906,0.03391752,0.07271172,0.08389889,0,-0.00024167,0.00020526,0.00001307,0.00144473,0.00081563,0.00109822,0.0035657,0.00206391,0.00297018,0.00281493,0.00866528,0.00206391,0.00321184,0.00260968,0.00865221,0.00952925,0.0028466,0.00435738,0.00291768,0.99848781
ROU,romania,198,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.26739141,0.30396414,0.28909106,0.32983691,0.16269771,0.12435871,0.14998604,0.19722915,0.21304757,0.16284385,0.19640205,0.25826542,0.08887432,0.20136841,0.06662058,0.00982425,0.30217831,0.09683075,0.00709431,0.06036829,0.29705825,0.01286042,0.08149433,0.12031376,0,0.00003422,0.00020246,0.00005268,0.00080067,0.00027579,0.0003337,0.00135573,0.00091067,0.00084797,0.00081059,0.00306909,0.00091067,0.00081375,0.00060813,0.00301641,0.00341168,0.00109645,0.00153273,0.00099709,0.99042553
KOR,southkorea,198,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33906948,0.17673874,0.23737972,0.37724989,0.11047279,0.08656133,0.12858398,0.20071553,0.14466067,0.11334936,0.16837672,0.26283073,0.00258339,0.34573562,0.05747805,0.00265318,0.54612256,0.07457483,0.00495158,0.05008174,0.41062625,0.0140859,0.04846138,0.09665658,0,-0.00264066,-9.11E-06,0.00202805,0.00286668,0.00353586,0.00209823,0.00512397,0.00299525,0.01429913,0.00650972,0.01487408,0.00299525,0.01693979,0.00651883,0.01284603,0.0182442,0.00672489,0.00725458,0.00518208,1.0056927
ESP,spain,198,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.23674636,0.26421878,0.31330487,0.41937196,0.08204038,0.08317144,0.11092769,0.1775927,0.10742932,0.10891041,0.14525635,0.2325521,0.35933838,0.18450855,0.02993701,0.01227683,0.43597217,0.09545036,0.01907988,0.08162572,0.32980549,0.03542891,0.04861518,0.08643916,0,0.00033666,0.00036166,0.00001075,0.0060156,0.00107307,0.00230194,0.01346044,0.01044338,0.0070947,0.00642043,0.02630643,0.01044338,0.00675804,0.00605877,0.02629568,0.03086702,0.0117967,0.01320454,0.00786788,0.99166095
SWE,sweden,198,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.49979963,0.34068327,0.37585116,0.51249292,0.06974477,0.08142315,0.1133699,0.13757586,0.09132861,0.10662108,0.14845435,0.18015131,0.02369922,0.27502149,0.04040628,0.01749617,0.38781249,0.06596384,0.01848984,0.08384828,0.25998646,0.03766635,0.07360179,0.05851177,0,-0.00025069,-0.00008949,-0.00020219,0.00065416,0.00073305,0.00067621,0.00375718,0.00090245,0.00246215,0.00154938,0.00814643,0.00090245,0.00271284,0.00163887,0.00834862,0.00881701,0.00402038,0.00346838,0.00189137,0.99629104
GBR,unitedkingdom,198,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.30351724,0.40651945,0.45312641,0.52512605,0.10415915,0.06584575,0.0918672,0.14405276,0.13639316,0.08622296,0.12029723,0.1886326,0.29841763,0.11090879,0.04660402,0.01032953,0.35290049,0.07818183,0.01151983,0.06212142,0.26106791,0.02615345,0.04997402,0.06606112,0,0.00140245,0.0007215,-0.00149279,0.00443789,0.00409665,0.00265189,0.02345507,0.00747387,0.00936463,0.00687807,0.04919671,0.00747387,0.00796218,0.00615657,0.0506895,0.04846148,0.0213957,0.01991327,0.01046857,0.99885687
USA,unitedstates,198,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.46164827,0.37134749,0.36354104,0.49391476,0.1244656,0.08634735,0.13319969,0.17270039,0.16298382,0.11306916,0.17442084,0.22614577,0.00403582,0.18979455,0.05707193,0.00462779,0.35714795,0.06746026,0.00631041,0.05460306,0.26792496,0.01159736,0.0425778,0.05306392,0,0.00390913,0.00186547,0.00255796,0.01975231,0.02088318,0.02226266,0.14886556,0.02203318,0.05028503,0.04632383,0.27355193,0.02203318,0.0463759,0.04445836,0.27099396,0.29815669,0.11581907,0.13266158,0.07141246,0.99354252
ROW,zz_row,198,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33127944,0.2778522,0.31587223,0.42722098,0.12026532,0.09728651,0.1280145,0.18741513,0.15748369,0.12739365,0.16763099,0.24541426,0.05112835,0.28063377,0.05920944,0.00941365,0.41122415,0.07682983,0.01143501,0.06256999,0.31447729,0.02238872,0.0486099,0.06895102,0,0.01276364,-0.00065462,-0.0166842,0.04290068,0.04532106,0.02662113,0.11029543,0.04998496,0.10956618,0.06707184,0.26633274,0.04998496,0.09680254,0.06772646,0.28301693,0.30550165,0.11909706,0.12368509,0.08011042,0.99828389
AUT,austria,199,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33979426,0.30140842,0.33954448,0.45935468,0.13002726,0.09616262,0.12693264,0.17059432,0.17026665,0.12592195,0.16621434,0.22338794,0.09063316,0.22409746,0.04518121,0.01430895,0.39731872,0.06487935,0.01823147,0.07074091,0.27833615,0.03817266,0.0483046,0.06018581,0,-0.00018273,0.00001491,-0.0002115,0.00097195,0.00086709,0.00061579,0.00321688,0.00128347,0.00248004,0.0014532,0.00705301,0.00128347,0.00266277,0.00143829,0.0072645,0.00817254,0.0033019,0.00331189,0.00204557,1.0019646
CAN,canada,199,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.39772635,0.29058317,0.3497068,0.46062419,0.11161075,0.09097699,0.12151794,0.18128061,0.1461508,0.11913153,0.15912395,0.23738131,0.00783276,0.25955764,0.0771217,0.00742516,0.42747913,0.06440402,0.00899117,0.05495862,0.30570153,0.02133009,0.03366974,0.06571406,0,0.00110247,0.00035096,-0.00111041,0.00509725,0.00225449,0.00166498,0.01332714,0.00553119,0.00689475,0.00476173,0.02629051,0.00553119,0.00579228,0.00441077,0.02740092,0.03029951,0.0120758,0.01259621,0.00753177,1.0045496
CHN,china,199,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.22060215,0.13810616,0.18643494,0.32769639,0.09960895,0.09660963,0.13073908,0.16484024,0.13043481,0.1265073,0.17119874,0.21585315,0.00702245,0.27787129,0.26446036,0.00492904,0.50449199,0.12935589,0.0075243,0.09272981,0.41137314,0.02052936,0.12974023,0.14134062,0,-0.00733335,-0.00310221,0.00556944,0.02141837,0.02691349,0.00817868,0.02518735,0.02288048,0.0901497,0.05247575,0.10197894,0.02288048,0.09748304,0.05557796,0.0964095,0.10503328,0.03530088,0.04066621,0.03330429,1.0009644
CZE,czechrepublic,199,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.22821125,0.18829192,0.22324212,0.3727528,0.11131362,0.08002353,0.1058494,0.18288565,0.14576171,0.10478832,0.13860649,0.23948306,0.28084588,0.18617339,0.04769415,0.01253207,0.51075629,0.10360787,0.01634285,0.08463602,0.43132311,0.05050203,0.07883798,0.07553848,0,-0.00046521,0.00010821,0.00014163,0.00057544,0.00032628,0.00026219,0.00177398,0.00098013,0.00196372,0.00112054,0.00459761,0.00098013,0.00242893,0.00101233,0.00445598,0.00428036,0.00151548,0.00183625,0.00118726,0.9995925
DNK,denmark,199,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.44971563,0.37107702,0.39379926,0.52516225,0.08541444,0.06485949,0.10111125,0.14677451,0.11184755,0.08493148,0.13240203,0.19219664,0.02161463,0.28103726,0.05037049,0.01234595,0.39806232,0.06872375,0.01958653,0.05957304,0.29352789,0.04104912,0.03443675,0.06038073,0,0.00004723,-0.00022227,-0.00009392,0.00051658,0.00029146,0.00020911,0.00337616,0.0007079,0.00108679,0.00083652,0.00663286,0.0007079,0.00103956,0.00105879,0.00672678,0.00664684,0.00294341,0.00272884,0.00142998,0.97906893
FIN,finland,199,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.356297,0.28705294,0.32796,0.46941814,0.09352747,0.09542495,0.11265896,0.16155271,0.1224713,0.124956,0.1475234,0.21154824,0.08413665,0.28423248,0.0593351,0.00845396,0.40931077,0.07480137,0.01122194,0.07681489,0.3238208,0.03413468,0.04605394,0.07729229,0,-0.0001667,-0.00008242,0.00001909,0.00061887,0.0004449,0.00038165,0.00203823,0.00078128,0.00155502,0.00109372,0.0045152,0.00078128,0.00172172,0.00117614,0.00449612,0.00505318,0.00210614,0.00203556,0.00121885,0.99781421
FRA,france,199,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.37018445,0.31312944,0.37220815,0.4941793,0.11607402,0.07732508,0.10948077,0.16509708,0.15199532,0.10125478,0.14336165,0.21618948,0.12498517,0.18466892,0.05209212,0.00764549,0.41288193,0.08776328,0.00935027,0.07443017,0.291169,0.01604044,0.04777219,0.06072151,0,0.00076648,0.00004723,0.00045986,0.00611371,0.0036277,0.00427226,0.02619707,0.00765919,0.01141671,0.01009407,0.05135227,0.00765919,0.01065023,0.01004684,0.05089241,0.05580301,0.02262852,0.02392749,0.01311716,0.99773508
DEU,germany,199,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.38557821,0.33855098,0.36684055,0.46608352,0.11426629,0.07877679,0.1231783,0.19025535,0.14962815,0.10315575,0.16129814,0.24913345,0.04250889,0.23595652,0.07206195,0.00822969,0.40761666,0.06367015,0.01005928,0.05902299,0.27960075,0.0183225,0.03574658,0.04045861,0,-0.0058218,-0.00125705,0.00249232,0.00532874,0.00699266,0.00551349,0.02930189,0.00645885,0.02139115,0.01269814,0.0618573,0.00645885,0.02721296,0.01395519,0.05936498,0.07099487,0.0293182,0.02897297,0.0171259,1.014371
GRC,greece,199,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.24905343,0.26214322,0.30887004,0.33438892,0.17651215,0.13958179,0.18446997,0.23891,0.23113716,0.18277801,0.24155767,0.3128452,0.0049588,0.29421259,0.04412587,0.01443065,0.3392882,0.06177812,0.01475776,0.05960674,0.19073783,0.01732987,0.03629064,0.06023537,0,0.00043214,0.00032815,0.00023124,0.00058104,0.0005257,0.00095432,0.00346416,0.00066701,0.00114806,0.00143356,0.00581861,0.00066701,0.00071592,0.00110542,0.00558737,0.00697947,0.00177628,0.00363974,0.00212468,0.99423759
IND,india,199,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.35373758,0.15428985,0.17176474,0.26578223,0.12230994,0.15725282,0.19129364,0.2747376,0.16016106,0.20591766,0.25049305,0.35976032,0.03105504,0.29746944,0.03526695,0.01710348,0.4033586,0.06207758,0.01521396,0.04763944,0.32359516,0.01495494,0.03720093,0.04756398,0,0.00125517,-0.00016068,0.00081415,0.00505912,0.00468938,0.00345861,0.00959589,0.00564007,0.01094162,0.00699066,0.02386736,0.00564007,0.00968645,0.00715134,0.02305321,0.02812048,0.007052,0.01321987,0.00950677,0.99972692
ITA,italy,199,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.25698302,0.27416379,0.26916106,0.35877923,0.15707067,0.10613287,0.12142916,0.21012561,0.20567915,0.13897768,0.15900771,0.27515293,0.0969846,0.23734084,0.04594172,0.01361576,0.38769481,0.07941508,0.01630075,0.0813216,0.35277972,0.02557311,0.05476243,0.0756067,0,-0.00105161,-0.00003081,0.00131913,0.00477506,0.00443259,0.00458074,0.01846033,0.006195,0.01334465,0.01130293,0.04178611,0.006195,0.01439626,0.01133374,0.04046698,0.04476607,0.01473945,0.02023307,0.01272018,0.99599843
JPN,japan,199,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.46124373,0.2665205,0.30403859,0.46134495,0.10049399,0.0933444,0.14239732,0.18557571,0.13159375,0.12223159,0.18646485,0.2430056,0.00586303,0.25454689,0.04625861,0.00696983,0.44905335,0.06188033,0.00833903,0.0413752,0.317385,0.01519061,0.02581254,0.06907059,0,-0.00573145,0.00091341,0.00369781,0.01143158,0.0120581,0.01065915,0.04118492,0.01255342,0.03581762,0.02360082,0.08118257,0.01255342,0.04154906,0.02268741,0.07748476,0.10515151,0.0410562,0.04402477,0.02665569,0.99820049
MEX,mexico,199,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.25492285,0.1656091,0.21985811,0.2908334,0.17314335,0.13091523,0.20358856,0.26589463,0.22672582,0.17142942,0.26659287,0.34818073,0.06586158,0.22665329,0.05269311,0.00165961,0.4298762,0.10051044,0.00248492,0.05250574,0.25496981,0.00211364,0.03931271,0.05366489,0,-0.00030591,0.00057194,-0.00013544,0.00222936,0.0016219,0.00324864,0.00658853,0.0024243,0.0049596,0.00553083,0.01250376,0.0024243,0.00526551,0.00495889,0.0126392,0.01900305,0.00453583,0.00935175,0.00636497,1.0100288
POL,poland,199,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.19099507,0.21557292,0.24401491,0.31616428,0.13964864,0.11209292,0.14125969,0.21360219,0.18286554,0.14678219,0.18497516,0.27970541,0.18329399,0.18960357,0.11359319,0.02230134,0.40089971,0.10235091,0.01868213,0.08325903,0.32780906,0.03391752,0.07271172,0.08389889,0,-0.00024888,0.00017667,-0.00004216,0.00149684,0.00081302,0.00110345,0.00353734,0.00213162,0.00300529,0.0028579,0.00872663,0.00213162,0.00325416,0.00268123,0.00876878,0.00963386,0.00289461,0.00437463,0.00295409,0.99608759
ROU,romania,199,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.26739141,0.30396414,0.28909106,0.32983691,0.16269771,0.12435871,0.14998604,0.19722915,0.21304757,0.16284385,0.19640205,0.25826542,0.08887432,0.20136841,0.06662058,0.00982425,0.30217831,0.09683075,0.00709431,0.06036829,0.29705825,0.01286042,0.08149433,0.12031376,0,0.0000143,0.00016037,0.00013727,0.00075176,0.0002454,0.00027833,0.00164522,0.00085992,0.00082326,0.00077921,0.00345224,0.00085992,0.00080896,0.00061883,0.00331497,0.00367352,0.0011521,0.00169549,0.00107025,0.99033298
KOR,southkorea,199,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33906948,0.17673874,0.23737972,0.37724989,0.11047279,0.08656133,0.12858398,0.20071553,0.14466067,0.11334936,0.16837672,0.26283073,0.00258339,0.34573562,0.05747805,0.00265318,0.54612256,0.07457483,0.00495158,0.05008174,0.41062625,0.0140859,0.04846138,0.09665658,0,-0.00251532,-0.00003392,0.00197284,0.00293225,0.00387251,0.00207858,0.00523744,0.00306539,0.01497394,0.0065977,0.01528605,0.00306539,0.01748925,0.00663162,0.01331322,0.01874687,0.00693619,0.00741019,0.00532976,1.0009198
ESP,spain,199,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.23674636,0.26421878,0.31330487,0.41937196,0.08204038,0.08317144,0.11092769,0.1775927,0.10742932,0.10891041,0.14525635,0.2325521,0.35933838,0.18450855,0.02993701,0.01227683,0.43597217,0.09545036,0.01907988,0.08162572,0.32980549,0.03542891,0.04861518,0.08643916,0,0.0003909,0.00040269,-0.00005307,0.0060509,0.00118024,0.00228758,0.01322246,0.01048765,0.00722896,0.00636973,0.025974,0.01048765,0.00683806,0.00596703,0.02602708,0.03058601,0.01172655,0.01303405,0.00779548,0.99260205
SWE,sweden,199,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.49979963,0.34068327,0.37585116,0.51249292,0.06974477,0.08142315,0.1133699,0.13757586,0.09132861,0.10662108,0.14845435,0.18015131,0.02369922,0.27502149,0.04040628,0.01749617,0.38781249,0.06596384,0.01848984,0.08384828,0.25998646,0.03766635,0.07360179,0.05851177,0,-0.00020612,-0.00009018,-0.00022438,0.00065058,0.00079973,0.00063234,0.00384134,0.00090278,0.00254946,0.00150257,0.00827876,0.00090278,0.00275557,0.00159275,0.00850314,0.00892102,0.00407228,0.00350359,0.00191339,0.99748166
GBR,unitedkingdom,199,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.30351724,0.40651945,0.45312641,0.52512605,0.10415915,0.06584575,0.0918672,0.14405276,0.13639316,0.08622296,0.12029723,0.1886326,0.29841763,0.11090879,0.04660402,0.01032953,0.35290049,0.07818183,0.01151983,0.06212142,0.26106791,0.02615345,0.04997402,0.06606112,0,0.00138625,0.00075771,-0.00143076,0.00397998,0.0042312,0.00255532,0.02273387,0.00678761,0.00937542,0.00662414,0.04756388,0.00678761,0.00798917,0.00586643,0.04899464,0.04678564,0.02065562,0.01925143,0.01009078,1.000971
USA,unitedstates,199,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.46164827,0.37134749,0.36354104,0.49391476,0.1244656,0.08634735,0.13319969,0.17270039,0.16298382,0.11306916,0.17442084,0.22614577,0.00403582,0.18979455,0.05707193,0.00462779,0.35714795,0.06746026,0.00631041,0.05460306,0.26792496,0.01159736,0.0425778,0.05306392,0,0.00438082,0.00206174,0.00235265,0.01824146,0.02140202,0.02239894,0.14424834,0.02045767,0.05002241,0.04592786,0.26546751,0.02045767,0.04564159,0.04386612,0.26311486,0.28974074,0.11242465,0.12908089,0.06940245,0.99263969
ROW,zz_row,199,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33127944,0.2778522,0.31587223,0.42722098,0.12026532,0.09728651,0.1280145,0.18741513,0.15748369,0.12739365,0.16763099,0.24541426,0.05112835,0.28063377,0.05920944,0.00941365,0.41122415,0.07682983,0.01143501,0.06256999,0.31447729,0.02238872,0.0486099,0.06895102,0,0.01425331,-0.00091446,-0.0159058,0.04262173,0.04864204,0.02694787,0.1145814,0.04982752,0.11454936,0.0683984,0.27449969,0.04982752,0.10029604,0.06931286,0.29040549,0.31370147,0.12201518,0.12741978,0.08224331,1.0019646
AUT,austria,200,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33979426,0.30140842,0.33954448,0.45935468,0.13002726,0.09616262,0.12693264,0.17059432,0.17026665,0.12592195,0.16621434,0.22338794,0.09063316,0.22409746,0.04518121,0.01430895,0.39731872,0.06487935,0.01823147,0.07074091,0.27833615,0.03817266,0.0483046,0.06018581,0,-0.00018398,0.00002593,-0.00020173,0.00089917,0.00077981,0.00065553,0.00303825,0.00119253,0.00228725,0.0014654,0.00668277,0.00119253,0.00247123,0.00143947,0.0068845,0.00777718,0.00312713,0.00317278,0.00194644,0.9995098
CAN,canada,200,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.39772635,0.29058317,0.3497068,0.46062419,0.11161075,0.09097699,0.12151794,0.18128061,0.1461508,0.11913153,0.15912395,0.23738131,0.00783276,0.25955764,0.0771217,0.00742516,0.42747913,0.06440402,0.00899117,0.05495862,0.30570153,0.02133009,0.03366974,0.06571406,0,0.00104139,0.00026307,-0.00083038,0.00508789,0.00237735,0.00169239,0.01424179,0.00554069,0.00722184,0.00493703,0.02775159,0.00554069,0.00618045,0.00467397,0.02858197,0.03174547,0.01257674,0.01330108,0.00789159,1.0034413
CHN,china,200,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.22060215,0.13810616,0.18643494,0.32769639,0.09960895,0.09660963,0.13073908,0.16484024,0.13043481,0.1265073,0.17119874,0.21585315,0.00702245,0.27787129,0.26446036,0.00492904,0.50449199,0.12935589,0.0075243,0.09272981,0.41137314,0.02052936,0.12974023,0.14134062,0,-0.00722641,-0.00322855,0.00931069,0.02265727,0.0318393,0.01081984,0.02456019,0.02413945,0.10076558,0.05887717,0.10623658,0.02413945,0.10799199,0.06210572,0.09692589,0.11060498,0.03681546,0.04305505,0.03522838,1.0009635
